NFCSID,A1,A2,A3,B2_1,B2_2,B2_3,B2_4,B2_5,B2_7,B2_20,B2_21,B2_23,B2_24,B2_25,B30_2024,B3,B4_2024,B5,B6,B33,B34,B10,B40,B41,B23,B24,B25,B26,C22_1,C22_2,C22_3,C22_4,C40,C23_1,C23_2,C23_3,C23_4,C24,C26,C41,C42,C43,C7,D40,D31,D41,D42,E2,E3,E4,E6,F30_1,F30_2,F30_3,F30_4,F30_5,F30_6,F30_7,F30_8,F30_9,F30_10,F30_12,F31_1,F31_2,F31_3,F31_4,F31_5,F31_6,F31_7,F31_10,F31_40,F31_41,F31_42,F40,G2,G30_1,G30_2,G30_3,G30_4,G30_5,G30_6,G31,G40,G41,G42,G43,G4,G5,G6,G7,G21,G8,G44,G22,G11,G12,G13,G23,WGT1,S_Gender2,S_Age,S_Ethnicity,S_Education,S_Income
2024010293,1,1,1,1,98,2,2,98,2,1,2,2,2,2,1,1,8,98, ,98, ,2,4,2,1,5,2,2,2,98,1,1,5,98,98,98,98,98,98, ,98,1,2,2,4,2, ,98, , ,3,3,2,1,2,1,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,3,1,1,1,2,98,1,1,3,1,1,2,98,1,98,98,98,98,1,98,98,98,.885309371025605,1,2,1,2,3
2024010296,1,1,1,1,1,1,2,2,2,2,2,2,2,2,5,2,3,2, ,2, ,3,2,2,1,5,2,2,1,1,3,1,2,2,2,2,2,1,2, ,2,1,2,2,2,2, ,2, , ,5,98,1,1,1,1,1,1,1,1,98,1,2,2,2,2,2,2,2,2,2,2,2,3,4,2,2,3,2,2,2,4,1,2,5,1,1,2,1,1,1,98,3,98,98,1,1,3,1.71712816652776,2,2,1,1,1
2024010300,2,1,1,1,98,1,2,2,98,2,2,98,2,2,6,98,8,98, ,98, ,3,2,2,1,4,2,2,2,1,1,1,3,2,98,98,1,98,1,98, , ,2,4,4,2, ,98, , ,98,3,2,1,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,3,4,3,3,1,1,99,2,1,1,1,1,98,1,2,98,1,98,98,98,98,98,98,3,98,.615650807073765,2,3,1,2,2
2024010304,1,1,1,1,2,2,2,2,2,2,2,2,2,2,6,2,99,1,2,1,2,2,6,2,1,5,2,2,1,2,2,1,5,2,2,2,98,98,1,2, , ,2,6,4,2, ,1,1,2,5,1,2,1,1,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,3,5,3,3,1,1,2,3,4,99,1,2,1,1,2,1,1,1,1,3,98,98,3,2,98,.615650807073765,2,3,1,2,2
2024010312,1,2,1,1,2,2,2,2,2,2,2,2,2,2,6,3,2,2, ,2, ,1,4,2,1,1,2,2,1,1,3,1,1,2,1,2,2,4,2, ,2,2,2,7,1,2, ,1,3,1,3,1,2,1,1,2,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,3,5,3,3,1,1,1,1,1,2,2,1,2,1,98,1,1,2,1,98,98,98,2,98,98,.901977476163834,1,3,1,1,1
2024010316,1,1,1,1,2,2,2,1,2,2,2,2,2,2,6,1,7,98, ,2, ,3,3,2,1,5,2,2,1,1,2,1,3,1,1,1,1,4,2, ,2,1,2,5,2,2, ,1,2,3,3,1,2,1,2,2,1,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,3,3,1,3,2,1,1,2,5,2,2,3,2,1,2,3,2,2,1,3,98,98,2,2,98,.901977476163834,1,3,1,1,3
2024010322,2,1,1,1,2,2,2,2,2,2,2,2,2,2,6,2,8,98, ,1,2,3,1,2,1,5,2,2,2,2,1,1,3,1,2,2,1,1,2, ,2,1,2,5,2,2, ,1,2,98,1,3,1,1,1,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,3,6,1,3,1,1,1,1,1,2,2,1,1,1,2,2,2,1,1,3,98,1,2,4,1,.615650807073765,1,3,1,2,3
2024010323,2,2,1,2,2,2,2,1,2,2,2,2,2,2,6,1,10,2, ,2, ,4,1,2,1,5,2,2,1,1,1,1,7,2,2,2,2,1,1,2, , ,2,1,3,2, ,2, , ,2,3,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,3,1,1,1,1,1,1,1,5,1,2,1,2,2,1,2,3,1,3,1,3,1,1.71712816652776,2,2,1,1,1
2024010327,1,1,1,1,2,2,2,2,2,1,2,2,2,2,6,2,8,1,2,98, ,3,2,2,1,5,2,2,1,1,3,1,1,2,2,2,2,1,2, ,2,98,2,7,2,2, ,1,2,2,4,1,2,1,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,3,6,1,3,1,98,1,2,1,2,2,2,2,1,2,2,1,1,1,3,1,3,2,2,98,.885309371025605,1,2,1,2,3
2024010334,1,2,1,1,2,1,1,2,2,2,2,2,2,2,3,4,9,1,2,1,1,3,3,2,1,3,1,1,1,1,3,3,1,2,98,98,98,98,2, ,1,1,2,5,2,2, ,2, , ,98,1,3,2,1,1,1,3,3,1,1,2,1,2,2,1,2,2,2,2,2,2,2,2,5,2,3,1,2,1,2,1,98,1,1,2,1,98,2,1,1,98,98,98,98,98,2,98,5.11028153751505,1,1,2,1,2
2024010341,2,1,1,1,2,1,1,1,98,2,2,1,2,2,5,3,7,2, ,1,2,3,4,2,1,4,1,2,1,1,3,3,4,2,1,2,1,3,1,2, , ,2,4,7,2, ,1,2,3,2,2,2,2,2,98,3,2,3,2,3,3,1,2,2,2,2,2,2,2,2,2,2,3,4,2,2,2,1,2,3,7,98,98,7,1,1,2,2,1,2,1,3,2,3,1,2,1,1.71712816652776,2,2,2,1,3
2024010342,1,1,1,1,2,2,2,2,2,2,2,2,2,2,4,2,3,2, ,2, ,3,4,2,1,4,2,2,1,1,3,1,3,2,2,2,2,1,2, ,2,98,2,3,3,2, ,98, , ,2,1,2,1,1,1,1,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,3,4,2,2,1,1,1,2,5,98,2,4,1,1,2,2,1,2,98,3,3,1,98,4,3,1.89280990645451,2,1,1,2,2
2024010346,1,1,1,2,2,1,2,2,2,2,2,2,2,2,6,4,6,98, ,98, ,3,1,2,1,4,2,1,2,2,1,1,4,2,1,1,2,2,2, ,2,2,2,6,5,2, ,2, , ,2,2,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,3,6,2,3,2,98,3,2,98,98,2,1,1,1,2,2,1,1,5,3,3,1,2,3,3,1.71712816652776,1,2,2,1,3
2024010351,1,1,1,1,2,2,2,2,2,1,2,2,2,2,6,2,9,99, ,99, ,3,1,2,1,4,2,2,1,1,3,1,1,1,1,2,2,4,2, ,2,2,2,7,1,2, ,1,3,1,3,1,3,2,3,2,2,2,3,1,1,1,2,2,2,2,2,2,2,2,2,2,2,3,7,1,3,1,1,1,1,2,1,1,4,98,2,2,2,98,2,1,3,2,3,3,4,1,.615650807073765,2,3,1,2,2
2024010352,2,1,1,2,2,2,2,2,2,2,2,2,2,2,3,1,3,98, ,98, ,3,3,2,1,4,2,2,1,1,1,2,4,2,2,2,2,1,2, ,2,98,2,5,6,2, ,2, , ,3,2,2,2,3,2,2,2,2,98,2,3,2,2,2,2,2,2,2,2,2,2,2,3,4,3,3,3,2,2,2,5,1,2,7,1,1,4,98,1,98,1,3,98,2,3,2,1,5.11028153751505,1,1,1,1,1
2024010353,1,1,1,1,2,2,2,2,2,1,2,2,2,2,5,2,7,2, ,2, ,3,4,2,1,5,2,2,1,1,3,1,1,2,98,2,98,98,2, ,2,1,2,1,1,2, ,2, , ,3,1,3,1,3,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,3,4,1,3,1,1,1,2,1,2,2,1,1,1,4,2,2,2,98,3,98,98,3,3,98,.885309371025605,2,2,2,2,3
2024010354,1,1,1,1,2,1,2,2,2,2,2,2,2,2,6,4,8,98, ,98, ,2,3,2,1,5,1,98,1,1,3,2,2,98,1,1,1,3,2, ,2,1,2,2,4,2, ,1,1,98,98,1,3,1,2,1,1,2,2,2,1,2,1,2,2,2,1,2,2,2,2,2,2,98,4,1,3,1,1,1,1,2,1,2,2,98,1,2,2,2,2,1,3,1,98,2,4,3,.885309371025605,2,2,2,2,3
2024010355,1,1,1,1,1,2,2,2,2,1,2,2,2,2,4,2,6,1,2,2, ,1,6,2,1,3,1,1,2,3,3,2,3,1,1,2,1,4,2, ,2,2,2,6,6,2, ,1,3,2,2,3,2,98,3,3,3,98,3,2,2,2,1,1,2,2,2,1,1,1,1,2,2,2,5,2,1,3,2,3,2,7,2,2,6,2,2,1,2,1,2,1,2,2,2,2,3,2,1.71712816652776,1,2,2,1,1
2024010366,1,1,1,1,1,1,2,1,2,1,2,1,2,2,5,3,9,1,1,1,2,2,4,2,1,4,1,1,2,2,3,3,6,2,1,1,1,4,1,1, , ,2,6,5,2, ,1,2,2,3,2,3,2,2,2,2,2,2,1,2,1,1,1,2,2,2,1,2,1,2,2,2,3,6,2,3,2,1,2,2,8,1,1,2,1,1,2,2,2,2,4,3,2,1,1,3,1,.885309371025605,2,2,1,2,2
2024010367,1,1,1,1,2,2,2,2,2,2,2,2,2,2,6,1,4,98, ,98, ,3,98,2,1,4,2,2,1,1,1,1,1,1,98,2,98,98,2, ,2,98,2,98,4,2, ,98, , ,3,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,3,3,1,3,1,1,1,2,98,98,2,6,98,1,2,98,1,2,1,2,98,98,3,98,98,.901977476163834,1,3,1,1,3
2024010369,1,1,1,1,2,2,2,2,2,2,2,2,2,2,6,1,3,2, ,98, ,2,6,2,1,4,2,2,1,1,1,2,6,2,2,2,1,3,2, ,2,1,2,2,3,2, ,2, , ,3,1,2,1,3,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,3,4,1,3,2,1,1,1,1,1,1,2,2,1,2,98,1,2,98,3,98,98,2,4,3,.885309371025605,1,2,1,2,2
2024010376,1,1,1,1,1,1,1,2,2,2,1,2,2,2,6,3,7,1,2,1,1,4,2,2,1,5,2,2,1,1,3,2,2,2,2,2,2,1,2, ,2,2,1,1,5,2, ,1,99,99,3,1,2,1,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,6,2,3,1,1,1,1,1,1,1,1,98,1,2,2,1,1,1,3,2,3,1,4,3,.615650807073765,2,3,2,2,2
2024010377,1,1,1,1,2,1,2,2,2,2,2,2,2,2,3,2,7,98, ,98, ,2,6,2,1,5,2,2,1,1,2,1,2,2,98,1,1,98,2, ,2,1,2,4,4,2, ,1,2,98,3,3,2,1,3,2,1,1,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,3,4,3,3,1,1,1,1,1,2,2,4,98,1,2,1,98,98,1,98,98,1,98,3,98,1.71712816652776,2,2,1,1,1
2024010382,1,2,1,1,2,2,2,2,2,2,2,2,2,2,5,2,3,98, ,98, ,3,98,1,1,4,1,1,1,1,2,3,4,2,2,2,2,1,2, ,2,98,2,4,4,2, ,2, , ,2,2,2,2,2,1,1,1,1,2,1,2,2,2,1,2,2,1,1,2,2,1,2,2,1,2,3,2,1,1,3,1,2,2,7,1,1,2,2,98,1,5,98,98,3,98,4,3,1.71712816652776,1,2,2,1,2
2024010387,1,2,1,1,1,2,2,2,2,1,2,2,2,2,6,2,10,2, ,1,2,3,1,2,1,5,2,2,2,1,2,1,4,2,2,2,2,2,2, ,2,98,2,2,2,2, ,1,2,2,3,1,2,1,2,2,1,1,1,1,1,2,2,2,2,2,2,2,1,1,2,2,2,3,5,1,3,1,1,1,2,1,2,2,4,1,2,98,2,1,1,98,3,98,1,1,3,98,.615650807073765,1,3,1,2,2
2024010388,1,1,1,98,98,98,98,98,98,2,2,98,98,98,6,98,8,98, ,98, ,2,4,98,1,98,2,2,99,99,99,99,1,98,98,98,98,98,99, ,99,99,99,99,99,2, ,98, , ,3,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,98,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,.901977476163834,2,3,1,1,2
2024010390,1,1,1,2,2,1,2,2,2,2,2,2,2,2,6,4,9,98, ,1,2,2,5,2,1,4,2,1,2,2,2,1,4,2,2,1,2,4,1,1, , ,2,5,3,2, ,1,2,1,2,3,3,1,3,3,2,2,1,1,2,3,2,2,2,2,2,1,2,1,2,2,2,3,6,3,3,1,1,1,1,1,1,1,2,1,1,2,2,1,2,1,3,1,3,3,4,3,.615650807073765,1,3,1,2,3
2024010391,2,1,1,2,2,1,2,2,2,2,2,2,2,2,6,2,10,2, ,2, ,3,1,2,1,5,2,2,2,1,1,1,5,2,2,1,2,2,1,1, , ,2,6,1,2, ,1,1,3,3,3,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,3,5,1,3,1,1,1,1,1,2,2,1,1,1,2,2,1,1,1,3,3,3,1,2,1,.615650807073765,1,3,1,2,3
2024010393,2,1,1,1,2,1,2,1,2,1,2,2,2,2,6,1,9,98, ,98, ,3,1,2,2, , , ,1,1,1,1,98,2,1,2,2,98,2, ,2,98,2,4,4,2, ,98, , ,3,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,3,5,3,3,1,1,1,1,1,2,2,1,1,1,98,2,98,1,98,3,98,1,2,3,98,.901977476163834,1,3,1,1,2
2024010395,1,2,1,1,2,2,98,2,2,2,2,1,2,2,6,2,8,1,1,2, ,3,7,2,2, , , ,1,1,3,1,4,2,1,2,2,98,2, ,2,2,2,4,4,2, ,2, , ,98,1,1,1,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,3,6,2,98,98,1,1,2,7,2,2,6,2,1,2,2,98,98,1,3,98,3,98,98,2,.901977476163834,2,3,1,1,1
2024010401,1,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,9,98, ,2, ,2,5,2,1,5,2,2,3,3,1,1,5,2,2,2,2,3,1,1, , ,1,6,4,2, ,2, , ,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,2,1,2,2,2,3,4,2,2,2,2,2,2,98,2,2,5,2,1,98,98,98,1,1,1,98,98,2,98,98,.885309371025605,1,2,1,2,2
2024010404,1,1,1,1,2,2,2,2,2,2,2,2,2,2,6,2,2,2, ,2, ,3,1,2,1,5,2,2,1,1,3,1,5,2,1,2,2,2,2, ,2,1,2,7,5,2, ,1,2,2,4,1,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,3,4,2,3,1,1,1,1,1,1,2,4,2,1,2,2,1,2,1,3,1,1,2,2,2,1.71712816652776,1,2,1,1,1
2024010409,1,1,1,1,2,2,2,1,2,1,2,2,2,2,2,2,8,2, ,2, ,4,1,2,1,5,2,2,1,1,1,3,4,2,2,2,2,1,2, ,2,2,2,4,6,2, ,1,2,3,3,2,2,1,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,3,4,3,2,1,1,1,1,4,2,1,6,98,1,2,2,1,98,1,3,3,3,2,98,98,.615650807073765,2,3,1,2,2
2024010410,1,2,1,1,2,2,2,2,1,2,2,1,2,2,4,4,3,2, ,2, ,3,7,2,1,4,1,1,1,1,3,2,1,2,1,2,2,3,2, ,2,2,2,4,4,2, ,1,2,2,4,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,3,5,3,2,1,1,1,2,1,2,2,5,98,1,2,2,1,1,5,3,2,1,2,3,3,.901977476163834,1,3,1,1,2
2024010416,1,2,1,1,2,2,2,2,2,2,2,2,2,2,4,1,4,98, ,98, ,1,7,2,1,4,1,1,1,1,1,2,4,2,1,2,2,98,2, ,1,98,2,4,4,2, ,2, , ,4,1,2,2,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,3,4,2,3,1,1,1,2,10,2,2,4,98,1,2,3,1,1,4,3,98,98,2,98,98,.901977476163834,2,3,1,1,1
2024010419,2,1,1,1,1,1,1,2,2,1,2,2,2,2,6,4,11,1,2,1,2,2,1,2,1,4,2,2,2,1,3,1,1,2,1,2,1,4,1,2, , ,2,4,3,2, ,1,2,3,3,2,2,1,1,2,2,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,3,6,1,3,1,1,2,2,6,2,2,1,98,1,2,2,1,1,1,3,2,3,2,1,3,.615650807073765,2,3,1,2,3
2024010427,2,1,1,2,1,2,2,2,2,2,2,2,2,1,4,1,8,2, ,2, ,4,1,2,1,5,2,1,2,2,2,2,1,2,1,2,1,1,2, ,98,1,2,7,2,2, ,1,2,2,3,2,2,1,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,3,4,2,3,1,1,1,1,1,1,2,4,1,1,2,1,1,1,1,3,3,1,1,2,2,1.71712816652776,1,2,1,1,3
2024010433,2,1,1,1,2,98,99,1,2,1,98,2,2,2,6,98,98,98, ,2, ,3,1,2,1,5,2,2,1,1,1,1,5,2,1,98,98,98,1,1, , ,2,4,3,2, ,98, , ,2,3,3,1,2,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,3,2,1,3,1,1,1,1,1,1,2,1,98,1,98,1,98,1,5,3,98,98,2,98,98,.901977476163834,2,3,1,1,3
2024010434,1,2,1,1,2,2,1,2,2,2,2,2,2,2,4,2,8,98, ,1,2,3,3,2,2, , , ,1,2,3,1,2,2,2,2,2,2,2, ,2,2,2,4,2,2, ,2, , ,3,1,1,1,2,1,1,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,1,3,5,2,2,1,1,1,2,2,1,1,3,2,1,98,98,1,98,1,3,98,98,2,1,98,.615650807073765,2,3,1,2,1
2024010440,1,1,1,1,2,1,2,2,2,2,2,2,2,2,6,2,11,1,2,1,2,3,4,2,1,4,2,1,1,1,3,2,3,2,2,2,1,2,1,1, , ,2,5,4,2, ,1,2,2,4,3,2,1,3,2,2,2,1,1,2,2,1,2,2,2,2,2,2,1,2,2,2,3,5,1,3,1,1,1,2,3,1,1,2,98,1,2,2,1,2,1,3,2,3,2,2,3,.615650807073765,1,3,1,2,3
2024010445,1,2,1,1,1,2,2,2,1,2,1,2,2,2,6,4,7,1,1,1,2,2,3,2,1,5,2,2,1,1,3,3,5,2,2,2,2,1,2, ,2,1,2,5,4,2, ,2, , ,3,1,2,2,2,3,2,2,2,2,1,3,1,1,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,1,2,1,1,1,4,1,98,98,2,1,1,1,3,98,98,2,1,98,.901977476163834,2,3,1,1,1
2024010449,1,1,1,2,1,2,2,2,2,2,2,2,2,2,6,1,8,1,2,1,2,4,2,2,1,5,2,2,1,1,1,1,2,2,2,2,2,1,2, ,2,2,2,4,4,2, ,2, , ,4,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,3,5,3,2,2,2,2,2,8,2,2,1,1,1,2,2,1,1,2,3,98,3,3,3,98,.615650807073765,2,3,1,2,2
2024010452,2,1,1,1,2,2,2,2,2,2,2,2,2,2,6,1,8,2, ,1,2,3,2,2,1,5,2,2,1,2,2,1,1,2,2,2,2,1,2, ,2,2,2,4,6,2, ,2, , ,2,1,1,1,2,3,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,3,3,1,3,1,2,2,3,1,1,2,6,2,2,2,3,1,98,1,3,3,2,1,2,3,.615650807073765,2,3,1,2,3
2024010458,1,1,1,1,2,2,2,1,2,2,2,2,2,2,6,1,99,2, ,2, ,4,1,2,1,5,2,2,2,2,1,1,4,2,2,2,2,1,2, ,2,2,2,4,2,2, ,1,3,1,2,3,2,1,2,1,2,3,1,1,3,2,2,2,2,2,2,2,2,2,2,2,2,3,5,2,2,2,1,2,2,5,1,2,4,2,1,98,98,1,1,5,3,98,98,98,98,98,.615650807073765,2,3,1,2,3
2024010470,1,1,1,1,2,2,2,2,2,1,2,2,2,2,6,2,5,1,2,98, ,3,2,2,1,3,2,2,1,1,2,1,3,2,2,1,1,4,1,1, , ,2,3,2,2, ,2, , ,1,3,2,2,2,1,1,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,3,6,1,3,1,1,1,2,98,2,1,3,98,1,98,2,2,2,1,3,3,98,98,2,98,.901977476163834,1,3,1,1,1
2024010472,1,2,1,1,2,2,1,2,2,2,1,2,2,98,5,2,5,98, ,1,1,3,1,2,1,98,2,2,1,1,2,1,4,2,2,2,2,1,2, ,2,98,2,4,5,2, ,1,1,98,3,1,1,1,1,1,1,1,1,1,1,3,2,2,2,2,2,2,2,2,2,2,2,3,6,3,3,1,1,1,1,1,1,2,6,98,4,98,1,1,2,5,3,98,98,98,1,1,.901977476163834,2,3,1,1,1
2024010473,2,1,1,1,2,2,1,2,2,2,2,2,2,2,6,3,6,2, ,2, ,3,1,2,1,4,2,98,1,1,3,1,1,2,2,2,1,3,1,1, , ,2,1,5,2, ,2, , ,2,3,3,1,3,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,5,2,3,1,1,1,2,1,1,2,4,1,1,2,2,1,1,98,3,3,1,3,3,98,.901977476163834,1,3,1,1,3
2024010477,2,1,1,1,1,1,1,1,98,2,1,98,2,98,6,4,10,98, ,98, ,3,2,2,1,5,2,2,2,2,2,1,3,98,98,98,98,98,1,1, , ,1,4,4,2, ,1,3,2,2,3,3,1,2,3,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,6,2,3,1,98,2,2,7,2,98,2,1,1,2,2,98,98,1,98,1,3,98,4,98,.615650807073765,2,3,1,2,3
2024010479,1,1,1,2,2,1,2,2,2,1,2,2,2,2,6,2,6,98, ,2, ,3,5,2,2, , , ,2,1,1,1,4,2,2,2,1,4,2, ,1,98,2,7,1,2, ,1,2,2,4,2,2,1,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,3,5,1,3,1,1,1,2,1,1,1,1,2,1,2,2,1,2,1,3,2,3,98,3,98,.615650807073765,2,3,1,2,2
2024010480,1,1,1,1,1,1,1,2,2,1,1,2,2,2,5,2,7,1,2,1,2,3,1,2,1,3,1,98,2,2,2,1,2,2,1,98,1,2,1,1, , ,1,3,6,2, ,1,3,2,2,2,2,98,2,1,1,2,1,1,2,2,1,2,1,2,2,1,2,1,2,2,2,3,5,2,2,98,1,1,1,5,1,2,1,1,1,2,2,1,2,1,3,2,3,2,4,98,.615650807073765,1,3,1,2,2
2024010484,2,1,1,1,1,1,1,1,1,2,1,2,2,2,6,4,9,2, ,1,1,1,2,2,2, , , ,1,1,3,3,2,2,1,1,1,2,2, ,1,1,1,2,4,2, ,2, , ,3,2,2,2,2,1,2,1,2,1,2,1,2,2,2,2,2,1,99,2,2,2,2,3,7,3,3,3,2,2,2,3,1,1,5,1,1,2,2,1,2,1,3,2,3,3,4,2,.885309371025605,1,2,1,2,3
2024010487,1,1,1,98,98,2,2,98,2,2,2,2,2,2,6,1,99,98, ,98, ,3,2,2,1,5,2,2,1,2,1,1,7,98,98,98,98,98,1,2, , ,2,98,4,2, ,98, , ,2,3,3,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,3,2,1,2,1,1,1,1,98,1,2,4,98,1,98,98,1,98,98,98,98,98,98,98,98,.615650807073765,2,3,1,2,1
2024010495,1,1,1,1,1,1,98,98,2,2,98,1,2,2,5,1,6,98, ,1,1,2,6,98,2, , , ,2,2,2,98,5,2,1,98,1,5,1,1, , ,1,7,3,2, ,1,98,2,3,2,2,98,98,2,2,2,98,2,3,3,1,1,98,98,1,1,98,2,98,98,98,3,6,2,3,2,2,2,1,8,99,2,7,98,1,4,98,2,1,1,2,98,2,2,1,3,.615650807073765,1,3,1,2,1
2024010497,1,1,1,1,2,2,1,2,2,1,2,2,2,2,6,2,10,2, ,98, ,2,3,2,1,5,2,2,3,3,1,1,7,2,1,1,2,3,1,2, , ,2,6,6,2, ,1,2,3,2,3,3,1,2,1,2,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,3,5,2,3,1,1,1,2,2,1,1,1,98,1,2,3,1,1,1,3,1,3,2,3,98,.615650807073765,1,3,1,2,2
2024010499,1,1,1,2,2,1,2,1,2,1,2,2,2,2,6,3,9,2, ,2, ,2,4,2,1,4,2,98,1,1,1,1,7,2,2,1,1,98,2, ,2,98,2,2,2,2, ,1,2,3,2,3,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,3,5,1,3,1,1,1,1,1,2,2,2,2,1,2,98,1,1,1,3,2,1,2,3,98,.615650807073765,1,3,2,2,3
2024010502,1,2,1,1,2,2,1,2,2,2,1,1,2,2,6,4,10,1,1,1,1,2,6,1,1,4,1,2,1,1,3,3,1,2,2,2,2,1,2, ,2,1,2,1,3,2, ,1,1,3,4,1,1,1,2,1,1,2,2,1,3,1,2,2,2,2,2,2,2,2,2,2,2,3,7,3,3,1,1,1,1,1,1,1,4,2,1,2,2,1,2,1,3,1,3,3,4,2,.615650807073765,1,3,1,2,2
2024010504,1,1,1,1,1,1,1,2,2,2,2,2,2,1,6,2,9,1,2,1,1,2,1,2,1,4,2,2,2,2,1,1,2,2,2,1,1,3,2, ,2,1,2,4,5,2, ,2, , ,3,3,2,1,2,2,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,3,6,3,3,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,3,2,98,3,2,1,.615650807073765,1,3,1,2,2
2024010507,1,1,1,1,2,1,1,2,2,98,2,2,2,2,6,3,10,98, ,98, ,3,4,2,2, , , ,2,1,2,1,2,1,1,1,98,2,2, ,2,1,2,5,3,2, ,1,2,2,4,3,2,1,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,5,2,3,1,1,1,1,6,1,2,1,98,1,2,2,2,1,1,3,1,3,98,98,3,.615650807073765,2,3,1,2,3
2024010508,1,1,1,2,1,1,1,2,2,2,2,2,2,2,4,98,8,98, ,98, ,3,1,2,2, , , ,1,2,1,1,7,1,1,1,1,98,1,1, , ,2,4,4,2, ,2, , ,2,98,98,98,98,98,98,98,98,98,98,98,2,2,2,2,2,2,2,2,2,2,2,3,1,1,3,3,2,2,2,1,2,2,6,2,1,2,3,98,2,98,3,98,98,2,1,98,.901977476163834,1,3,1,1,2
2024010509,2,1,1,1,1,1,2,1,2,1,2,2,2,1,6,2,9,2, ,98, ,3,4,2,1,3,1,1,2,2,2,1,4,1,1,98,1,4,98, ,98,1,2,5,5,98, ,2, , ,1,2,2,2,1,2,1,2,2,2,2,3,1,1,2,2,1,2,2,2,2,2,2,2,5,2,3,2,2,2,3,8,1,98,4,1,1,98,98,2,98,98,3,98,1,1,98,98,.901977476163834,1,3,1,1,2
2024010512,1,1,1,1,2,2,2,2,2,1,2,2,2,2,6,98,8,2, ,2, ,4,1,2,1,5,2,2,1,1,1,1,7,2,1,2,2,1,2, ,2,1,2,4,2,2, ,98, , ,2,3,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,3,5,3,3,1,1,1,1,3,1,98,1,2,98,98,98,98,1,98,98,98,98,98,98,98,.615650807073765,2,3,1,2,1
2024010516,2,2,1,1,1,2,98,98,98,2,2,2,2,2,6,98,10,2, ,2, ,3,1,2,1,5,2,2,98,2,1,1,98,2,1,2,2,4,1,1, , ,1,98,2,2, ,2, , ,2,3,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,3,3,2,3,1,1,1,1,98,2,2,5,98,1,2,2,1,1,1,3,1,1,98,98,98,.901977476163834,1,3,1,1,2
